11.026,11.026,11.026,11.026,11.026,11.026,11.026,9.182,9.182,9.182,9.182,9.182,9.182,9.182,8.979,8.979,7.859,7.859,7.859,7.859,7.859,7.859,7.859,7.859,5.516,5.201,5.201,5.201,5.201,5.201,3.874,3.874,3.874,3.874,3.874,3.874,2.309,2.309,1.006,1.006,1.006,1.006,1.006,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.621,0.621,0.621,0.214,0.214,0.069,0.069,0.069,0.069,0.069,0.069,0.056,0.056,0.056,0.056,0.056,0.048,0.032,0.032,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.254,19.254,17.089,17.089,15.364,13.931,8.122,8.122,8.122,6.34,6.34,3.872,3.872,3.376,3.216,3.216,3.216,3.216,3.216,3.216,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.317,0.317,0.317,0.317,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.011,0.011
14.034,14.034,8.378,8.378,8.378,8.378,8.378,7.674,7.674,7.674,7.674,7.674,5.917,5.917,5.917,5.917,5.917,5.917,5.447,5.447,5.447,5.447,5.447,5.447,5.447,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,2.875,1.207,1.207,1.207,1.207,1.131,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.248,0.248,0.154,0.154,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.028,0.015,0.015
9.795,9.795,9.795,9.795,9.795,9.795,6.624,6.624,6.624,6.624,4.385,4.385,4.385,4.385,4.385,4.385,4.385,4.385,2.612,2.612,2.612,2.612,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.08,0.08,0.08,0.08,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.011,0.011,0.011,0.011,0.011,0.008,0.003,0.003,0.0,0.0
17.558,17.558,9.221,9.221,9.221,7.574,7.574,7.574,6.161,6.161,6.161,6.161,6.161,6.161,6.161,3.792,3.792,3.792,3.792,3.792,2.585,2.585,2.585,1.466,1.466,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.314,0.314,0.314,0.314,0.314,0.302,0.302,0.302,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.058,0.038,0.031,0.031,0.031,0.031,0.031,0.022,0.022,0.022,0.018,0.018,0.016,0.016,0.016,0.013,0.008,0.008,0.008,0.003,0.003,0.003,0.003
11.77,11.77,11.77,11.77,11.77,10.616,10.182,10.182,6.261,6.261,4.583,4.583,4.583,4.583,4.583,4.583,4.583,4.224,4.18,4.18,3.254,2.978,2.978,2.978,2.767,2.767,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.006,0.006,0.006,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0,0.0
8.641,8.641,8.641,5.12,5.12,5.12,5.12,5.12,5.12,5.12,3.322,3.322,3.322,3.322,3.322,3.322,3.322,3.322,3.322,3.322,3.322,3.322,3.322,3.322,3.322,3.322,3.322,3.287,3.287,2.809,2.809,2.809,2.809,2.809,2.809,2.809,2.809,0.681,0.681,0.681,0.681,0.681,0.681,0.476,0.476,0.476,0.476,0.476,0.476,0.271,0.106,0.106,0.106,0.106,0.106,0.106,0.106,0.106,0.096,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.025,0.025,0.025,0.025,0.025,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
11.115,11.115,11.115,11.115,11.115,6.719,6.719,6.719,6.719,6.719,6.719,5.015,5.015,5.015,5.015,5.015,5.015,5.015,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,0.867,0.867,0.867,0.867,0.867,0.505,0.505,0.505,0.344,0.182,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.015,0.015,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.006,0.006,0.006,0.006,0.006,0.006,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.214,16.214,8.711,8.711,7.778,5.805,5.805,5.805,5.805,5.805,5.805,3.418,3.418,3.418,3.418,3.144,3.07,3.07,3.07,3.07,3.07,3.07,3.07,3.07,3.07,3.07,2.981,2.9,1.089,1.089,1.089,1.089,1.089,1.089,1.089,0.462,0.462,0.259,0.259,0.259,0.259,0.221,0.221,0.221,0.221,0.221,0.221,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.012,0.012,0.012,0.012,0.012,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006
17.556,17.556,7.635,7.635,7.635,7.635,7.635,7.635,7.635,7.635,7.635,7.635,2.873,2.873,2.873,2.873,2.873,2.873,2.873,2.873,2.873,2.873,2.873,2.873,2.873,2.873,2.873,2.873,0.729,0.729,0.729,0.729,0.729,0.729,0.729,0.729,0.729,0.729,0.729,0.627,0.627,0.627,0.627,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.016,0.008,0.008,0.008,0.008
13.618,13.618,13.618,11.238,11.238,11.238,11.238,8.934,5.633,5.633,5.633,5.633,5.633,5.633,5.633,5.633,5.633,5.633,5.633,5.633,5.633,5.633,5.633,4.726,4.726,2.324,2.324,2.324,2.324,2.324,2.324,2.324,2.324,0.975,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.474,0.474,0.193,0.193,0.193,0.193,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.111,0.109,0.109,0.109,0.109,0.093,0.093,0.093,0.093,0.073,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.034,0.003
15.714,15.714,11.752,11.752,11.494,8.918,8.918,8.918,8.918,8.918,4.295,4.295,4.295,4.295,4.295,4.295,4.295,4.295,4.295,4.167,4.167,4.167,4.167,4.167,4.167,4.167,4.167,4.167,3.906,3.906,3.906,3.906,3.117,2.202,2.202,2.202,2.202,2.202,2.202,0.838,0.838,0.838,0.838,0.838,0.838,0.461,0.461,0.461,0.459,0.407,0.288,0.288,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.09,0.086,0.086,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0
7.486,7.486,7.486,7.486,7.486,7.486,7.486,7.165,6.62,6.62,6.62,6.62,6.62,4.58,4.58,4.58,3.957,3.957,3.957,3.957,3.957,3.569,3.569,2.856,2.856,2.856,2.856,2.618,2.618,1.095,1.095,1.095,1.095,1.095,1.095,1.095,1.095,1.095,1.095,1.095,1.095,1.095,0.775,0.775,0.775,0.433,0.084,0.084,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.015,0.015,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006
5.013,5.013,5.013,5.013,5.013,5.013,5.013,5.013,5.013,5.013,5.013,5.013,5.013,5.013,5.013,5.013,4.16,3.371,3.371,3.371,3.371,1.912,1.912,1.912,1.912,1.912,1.499,1.499,1.499,1.499,0.891,0.891,0.891,0.891,0.703,0.703,0.703,0.703,0.703,0.703,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.096,0.096,0.096,0.096,0.096,0.096,0.096,0.096,0.066,0.048,0.048,0.048,0.048,0.048,0.048,0.046,0.018,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016
10.86,10.86,3.984,3.984,3.984,3.984,3.984,3.984,3.984,3.984,3.984,3.984,3.984,3.984,3.984,3.331,3.331,3.331,3.331,1.608,1.608,1.608,1.608,1.608,1.608,1.608,1.608,1.608,1.608,0.857,0.857,0.857,0.857,0.857,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.284,0.284,0.284,0.092,0.092,0.092,0.092,0.092,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.009,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.0,0.0,0.0
11.304,11.304,11.304,11.304,11.304,11.304,11.304,11.304,9.177,8.032,5.429,3.601,3.601,3.601,3.601,1.105,1.105,1.105,1.105,1.105,1.105,1.105,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.012,0.012,0.012,0.012
13.427,13.427,3.708,3.708,3.708,3.708,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,1.903,0.478,0.478,0.478,0.063,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017
12.654,12.654,12.654,12.654,12.132,12.132,10.748,10.748,10.441,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,1.248,1.248,1.248,1.248,1.248,1.182,1.182,0.906,0.906,0.906,0.906,0.906,0.906,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.482,0.482,0.482,0.461,0.461,0.348,0.348,0.186,0.186,0.183,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.004,0.004,0.004,0.004,0.004
8.572,8.572,8.572,8.572,7.587,7.587,5.576,5.576,4.122,4.122,4.122,4.122,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.523,2.523,2.523,2.523,2.523,2.523,2.523,2.523,2.002,2.002,2.002,2.002,1.287,1.287,1.082,0.818,0.419,0.419,0.419,0.419,0.419,0.419,0.322,0.163,0.163,0.163,0.163,0.114,0.114,0.048,0.048,0.048,0.048,0.045,0.045,0.045,0.045,0.045,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.04,0.04,0.016,0.015,0.012,0.006,0.006,0.006,0.006,0.006,0.006,0.006
17.138,17.138,11.126,3.515,3.515,3.515,3.515,3.515,3.515,3.515,3.515,3.515,3.515,3.515,3.515,3.515,3.515,3.276,3.276,3.276,3.276,0.637,0.637,0.637,0.637,0.637,0.637,0.637,0.637,0.637,0.637,0.637,0.637,0.637,0.637,0.637,0.637,0.637,0.637,0.272,0.272,0.272,0.272,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.012,0.012,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.006,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003
